,Date,Open,High,Low,Close,AveragePrice,Total Traded Quantity,Turnover,SMA,EMA,DEMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,T3,TEMA,TRIMA,WMA
151,14-Oct-2020,170.55,171.0,167.05,167.7,167.8,38219096,6416173675.95,176.92,176.26,167.93,177.9,172.42,176.92,170.38,169.9,166.4,166.4,169.04,164.97,175.72,172.78
152,15-Oct-2020,167.7,167.8,164.55,164.75,165.05,27116959,4499732664.6,176.01,175.52,167.03,176.51,171.69,176.01,169.2,169.1,172.45,-172.45,168.48,164.11,174.83,172.0
153,16-Oct-2020,165.5,166.8,163.8,165.85,165.7,20227113,3342300417.25,175.15,174.9,166.37,175.07,171.19,175.15,169.2,168.73,172.29,-172.29,167.71,163.61,174.02,171.34
154,19-Oct-2020,166.8,168.9,166.15,168.85,168.25,19016841,3186448399.0,174.54,174.51,166.17,173.98,171.06,174.54,168.6,168.12,171.95,-171.95,167.31,163.76,173.3,170.94
155,20-Oct-2020,168.0,168.3,166.7,167.7,167.45,16149041,2703495541.7,173.79,174.07,165.86,172.95,170.81,173.79,168.6,168.12,171.63,-171.63,167.17,163.72,172.62,170.49
156,21-Oct-2020,168.15,168.9,166.6,167.8,167.65,16479194,2765120049.6,173.1,173.66,165.6,172.31,170.6,173.1,168.6,168.12,171.31,-171.31,167.17,163.75,172.0,170.11
157,22-Oct-2020,167.55,169.1,167.0,168.8,168.55,22044453,3707548020.05,172.58,173.35,165.52,171.78,170.51,172.58,168.6,168.12,171.01,-171.01,167.38,163.99,171.45,169.83
158,23-Oct-2020,168.95,171.0,167.75,170.85,170.75,20147370,3419809712.65,172.11,173.19,165.71,171.31,170.53,172.11,168.6,168.12,163.8,163.8,167.93,164.61,170.95,169.72
159,26-Oct-2020,171.5,171.6,168.25,168.5,168.55,16081502,2724497441.3,171.59,172.89,165.61,170.89,170.43,171.59,168.6,168.12,163.94,163.94,168.38,164.77,170.51,169.49
160,27-Oct-2020,168.5,169.3,166.75,167.05,167.2,45885935,7693611623.8,171.05,172.51,165.35,170.57,170.27,171.05,168.6,168.12,164.08,164.08,168.48,164.67,170.11,169.19
161,28-Oct-2020,168.5,168.5,165.0,165.5,165.5,16820839,2798113118.55,170.51,172.06,164.93,170.34,170.04,170.51,168.6,168.12,164.21,164.21,168.13,164.34,169.75,168.84
162,29-Oct-2020,165.0,165.95,163.45,163.85,163.85,21008755,3458495110.45,169.95,171.53,164.37,170.13,169.73,169.95,168.15,167.95,170.85,-170.85,167.34,163.78,169.43,168.41
163,30-Oct-2020,164.0,166.8,163.35,165.4,165.25,16347510,2696296324.45,169.52,171.13,164.07,169.85,169.58,169.52,167.35,167.1,170.7,-170.7,166.54,163.6,169.16,168.11
164,02-Nov-2020,166.8,167.2,164.45,166.75,166.75,14370649,2384997341.15,169.09,170.85,163.97,169.41,169.48,169.09,167.35,167.1,170.41,-170.41,166.07,163.72,168.9,167.93
165,03-Nov-2020,167.2,170.75,167.1,170.0,170.1,22602903,3831457466.15,168.91,170.79,164.31,168.99,169.48,168.91,167.35,167.1,170.13,-170.13,166.29,164.44,168.67,167.99
166,04-Nov-2020,170.05,171.8,168.2,169.75,169.8,18808819,3199565312.0,168.77,170.73,164.6,168.73,169.49,168.77,167.35,167.1,170.0,-170.0,166.93,165.05,168.48,168.05
167,05-Nov-2020,171.25,175.0,170.2,175.0,174.75,26997641,4679743220.95,168.84,171.0,165.53,168.61,169.52,168.84,169.42,169.18,163.35,163.35,168.34,166.56,168.35,168.45
168,06-Nov-2020,176.5,177.2,173.4,173.8,173.95,34252005,5983355505.8,169.05,171.18,166.23,168.58,169.59,169.05,169.42,169.18,163.58,163.58,169.97,167.69,168.3,168.77
169,09-Nov-2020,173.95,177.3,171.85,173.0,172.8,35286484,6123004546.55,169.11,171.3,166.78,168.61,169.62,169.11,169.42,169.18,163.81,163.81,171.38,168.54,168.26,169.02
170,10-Nov-2020,175.0,179.55,171.85,178.5,178.35,57459436,10071149303.45,169.27,171.76,167.97,168.82,169.73,169.27,171.18,170.92,164.04,164.04,173.05,170.3,168.28,169.63
171,11-Nov-2020,179.6,185.9,178.6,185.2,185.3,63318644,11561331164.25,169.8,172.63,169.89,169.22,170.44,169.8,174.52,174.27,164.61,164.61,175.59,173.06,168.4,170.66
172,12-Nov-2020,185.2,188.75,183.85,187.95,188.0,46367792,8659393253.25,170.33,173.62,171.98,169.9,171.25,170.33,175.9,175.65,165.85,165.85,178.79,175.97,168.61,171.83
173,13-Nov-2020,187.2,188.8,185.55,187.15,187.1,28198725,5284734092.6,170.87,174.49,173.78,170.9,172.01,170.87,175.9,175.65,167.62,167.62,181.92,178.37,168.89,172.91
174,14-Nov-2020,189.05,190.0,188.05,188.2,188.6,7767144,1467723366.9,171.5,175.38,175.53,171.95,172.99,171.5,176.02,175.77,169.24,169.24,184.65,180.65,169.26,174.03
175,17-Nov-2020,189.0,189.4,186.4,187.7,187.35,20950589,3927318208.45,172.08,176.17,177.06,173.14,173.79,172.08,176.02,175.77,171.14,171.14,186.71,182.54,169.72,175.08
176,18-Nov-2020,186.8,188.45,182.75,184.6,184.05,26595992,4916760096.55,172.59,176.72,178.06,174.2,174.24,172.59,176.8,175.77,172.85,172.85,187.72,183.6,170.27,175.89
177,19-Nov-2020,182.8,191.8,182.7,188.05,187.9,48984610,9230922912.35,173.28,177.45,179.39,175.18,175.14,173.28,177.48,176.32,174.38,174.38,188.31,185.13,170.94,176.88
178,20-Nov-2020,188.8,192.0,186.05,191.35,191.7,45307312,8611087716.45,174.06,178.34,181.0,176.05,176.32,174.06,180.55,179.22,175.76,175.76,189.06,187.04,171.73,178.05
179,23-Nov-2020,192.0,192.5,188.65,190.85,190.85,23180456,4413518633.85,174.68,179.15,182.39,176.81,177.14,174.68,180.55,179.77,177.63,177.63,189.86,188.59,172.63,179.13
180,24-Nov-2020,190.6,196.45,190.6,195.65,195.55,45411815,8838633717.5,175.54,180.22,184.24,177.58,178.79,175.54,184.32,182.92,179.28,179.28,191.13,190.77,173.66,180.48
181,25-Nov-2020,196.0,197.95,192.5,193.4,193.85,41659179,8137368126.9,176.39,181.07,185.63,178.3,180.07,176.39,184.32,183.75,181.57,181.57,192.34,192.24,174.79,181.64
182,26-Nov-2020,195.1,195.85,192.55,194.95,194.8,24222956,4701587403.1,177.4,181.96,187.06,179.0,181.82,177.4,184.32,183.75,183.54,183.54,193.45,193.76,175.99,182.83
183,27-Nov-2020,194.45,195.75,193.2,193.5,193.65,31385396,6097929431.3,178.32,182.71,188.18,179.63,183.0,178.32,187.08,183.75,185.24,185.24,194.2,194.78,177.24,183.87
184,01-Dec-2020,195.0,196.35,192.4,194.6,194.4,15893346,3093531102.45,179.18,183.47,189.31,180.21,184.1,179.18,190.12,187.12,186.7,186.7,194.72,195.83,178.54,184.92
185,02-Dec-2020,195.0,198.75,193.55,195.85,195.95,28425948,5575683931.65,180.12,184.27,190.48,180.78,185.38,180.12,190.22,189.27,187.95,187.95,195.19,196.93,179.89,186.0
186,03-Dec-2020,197.2,197.2,194.55,196.35,196.2,28009042,5485007133.9,181.07,185.05,191.59,181.53,186.59,181.07,190.48,189.52,189.21,189.21,195.67,197.93,181.25,187.05
187,04-Dec-2020,196.85,199.35,196.5,198.3,198.2,22152332,4390135539.75,182.05,185.91,192.82,182.47,187.92,182.05,191.45,190.5,190.5,190.5,196.34,199.1,182.58,188.16
188,07-Dec-2020,198.2,203.75,197.6,203.75,203.15,35693450,7195968368.1,183.15,187.06,194.6,183.64,189.9,183.15,194.18,193.22,192.06,192.06,197.69,201.07,183.89,189.56
189,08-Dec-2020,203.9,204.7,199.55,202.7,202.45,30853963,6240798772.3,184.29,188.07,196.07,184.98,191.65,184.29,194.18,193.22,194.4,194.4,199.29,202.55,185.2,190.82
190,09-Dec-2020,205.0,207.8,204.65,205.4,205.4,39684395,8183226956.85,185.57,189.18,197.72,186.08,193.87,185.57,196.73,194.05,196.27,196.27,201.08,204.27,186.5,192.18
191,10-Dec-2020,206.65,213.65,203.15,213.15,212.7,65227495,13618257111.2,187.16,190.73,200.16,186.75,197.74,187.16,202.0,199.6,198.09,198.09,203.68,207.13,187.84,193.96
192,11-Dec-2020,214.45,217.95,213.35,216.0,216.3,60322445,13028507132.3,188.9,192.36,202.7,187.15,201.92,188.9,203.42,202.32,201.1,201.1,206.93,210.09,189.21,195.82
193,14-Dec-2020,217.95,218.6,215.0,215.55,215.9,26990063,5846025796.05,190.57,193.86,204.93,187.4,204.9,190.57,204.7,203.3,203.15,203.15,210.14,212.52,190.58,197.54
194,15-Dec-2020,215.25,216.4,211.6,213.55,213.55,23255609,4963082637.4,192.13,195.13,206.68,187.41,206.56,192.13,204.7,204.2,205.72,205.72,212.59,214.22,191.93,199.02
195,16-Dec-2020,213.75,215.55,213.5,214.6,214.0,19551630,4191334801.2,193.61,196.38,208.36,187.49,208.05,193.61,204.75,204.2,207.78,207.78,214.31,215.82,193.27,200.47
196,17-Dec-2020,214.2,215.1,211.25,212.85,213.05,22386185,4765696375.55,195.05,197.45,209.65,187.98,208.86,195.05,204.75,204.2,209.42,209.42,215.19,216.83,194.58,201.71
197,18-Dec-2020,213.1,215.95,209.75,214.75,214.5,23775053,5046927933.15,196.38,198.56,211.02,188.79,209.8,196.38,205.3,204.2,216.0,-216.0,215.64,217.98,195.87,202.99
198,21-Dec-2020,214.5,214.7,199.15,202.0,202.95,41834797,8689854710.35,197.32,198.78,210.65,189.96,209.24,197.32,205.92,204.78,215.88,-215.88,214.36,216.6,197.12,203.35
199,22-Dec-2020,203.1,206.25,196.9,204.2,203.4,40986353,8247088507.5,198.36,199.13,210.56,191.77,208.82,198.36,206.18,205.28,215.21,-215.21,212.17,215.72,198.32,203.79
200,23-Dec-2020,203.0,208.25,202.0,207.6,207.75,23695667,4861433487.95,199.33,199.68,210.88,193.68,208.73,199.33,207.15,206.25,214.11,-214.11,210.19,215.49,199.49,204.39
201,24-Dec-2020,210.0,210.65,205.6,208.25,208.6,22768284,4740014821.05,200.09,200.23,211.23,195.88,208.7,200.09,209.0,206.45,213.08,-213.08,208.83,215.35,200.63,204.96
202,28-Dec-2020,209.0,210.2,207.85,209.6,209.5,15741000,3292793547.2,200.82,200.84,211.69,197.95,208.75,200.82,209.0,206.45,212.1,-212.1,208.2,215.41,201.77,205.58
203,29-Dec-2020,210.5,213.5,210.1,211.65,211.55,26546469,5620085127.6,201.63,201.53,212.34,199.83,208.94,201.63,209.0,206.45,196.9,196.9,208.35,215.78,202.9,206.28
204,30-Dec-2020,212.7,213.5,209.55,211.0,211.15,18925262,3997317224.35,202.39,202.15,212.82,201.45,209.07,202.39,209.0,206.45,197.2,197.2,208.87,215.92,203.99,206.88
205,31-Dec-2020,210.55,211.3,208.55,209.1,209.0,18245270,3825391530.55,203.11,202.59,213.0,202.91,209.07,203.11,209.0,206.45,197.48,197.48,209.26,215.65,205.05,207.31
206,01-Jan-2021,209.9,214.2,209.3,213.9,213.85,19527333,4141864682.9,204.08,203.32,213.74,204.44,209.47,204.08,208.78,206.23,197.77,197.77,210.01,216.23,206.03,208.01
207,04-Jan-2021,214.0,216.0,212.1,213.9,213.4,26891799,5761671016.1,204.94,204.01,214.39,205.87,209.8,204.94,208.38,205.82,198.41,198.41,210.99,216.69,206.88,208.64
208,05-Jan-2021,212.45,213.25,210.6,211.75,211.45,18024083,3812279051.1,205.62,204.51,214.69,207.25,209.9,205.62,208.38,205.82,199.03,199.03,211.72,216.65,207.6,209.08
209,06-Jan-2021,211.45,211.5,204.5,205.3,205.4,49067837,10162278633.65,206.11,204.56,214.13,208.44,209.76,206.11,208.38,205.82,199.63,199.63,211.39,215.39,208.18,209.06
210,07-Jan-2021,206.1,207.6,202.1,203.25,202.8,34952401,7127409107.0,206.36,204.47,213.35,209.3,209.66,206.36,208.38,205.82,200.2,200.2,210.06,213.88,208.63,208.88
211,08-Jan-2021,204.35,206.0,200.25,202.1,201.5,56427360,11439843997.5,206.65,204.32,212.48,209.84,209.53,206.65,207.95,205.4,213.9,-213.9,208.14,212.31,208.95,208.6
212,11-Jan-2021,204.0,206.1,201.25,202.65,202.5,42970983,8729643633.05,206.91,204.21,211.74,209.89,209.42,206.91,208.0,205.4,213.63,-213.63,206.22,211.0,209.14,208.35
213,12-Jan-2021,203.0,206.9,201.6,206.5,206.45,35617404,7280038737.7,207.34,204.36,211.54,209.52,209.34,207.34,208.0,207.08,213.36,-213.36,205.06,210.52,209.26,208.32
214,13-Jan-2021,207.45,213.0,205.25,211.2,211.25,63925996,13433736685.45,207.89,204.8,211.93,209.04,209.41,207.89,208.0,207.08,213.1,-213.1,205.16,210.93,209.38,208.57
215,14-Jan-2021,212.0,216.5,211.6,214.1,214.15,48304263,10353108933.6,208.5,205.4,212.64,208.73,209.59,208.5,208.1,207.18,200.25,200.25,206.46,211.79,209.48,208.97
216,15-Jan-2021,214.9,218.5,211.2,217.9,217.85,58321158,12586267200.95,209.22,206.21,213.73,208.66,209.97,209.22,210.0,209.08,200.53,200.53,208.78,213.21,209.58,209.58
217,18-Jan-2021,218.4,222.0,214.6,218.05,219.75,67607822,14801462308.45,209.88,206.97,214.72,209.14,210.31,209.88,210.08,209.15,201.22,201.22,211.44,214.45,209.66,210.15
218,19-Jan-2021,221.0,221.7,217.5,218.95,218.85,31785089,6973555286.95,210.38,207.74,215.72,209.77,210.59,210.38,210.52,209.6,202.23,202.23,214.03,215.67,209.73,210.73
219,20-Jan-2021,218.5,219.0,215.7,217.2,217.65,44672447,9711214712.75,210.87,208.35,216.39,210.4,210.79,210.87,210.52,209.6,203.57,203.57,216.0,216.39,209.79,211.17
220,21-Jan-2021,219.0,219.5,212.2,215.15,213.7,28999164,6274901671.35,211.19,208.79,216.72,210.91,210.87,211.19,210.52,209.6,204.8,204.8,217.05,216.62,209.83,211.45
221,22-Jan-2021,214.0,214.75,209.15,211.2,210.7,24712182,5226356343.45,211.13,208.95,216.51,211.16,210.87,211.13,210.52,209.6,205.93,205.93,216.91,216.07,209.86,211.45
222,25-Jan-2021,212.0,212.5,206.85,208.15,207.8,24967899,5219403902.9,210.87,208.9,215.92,211.25,210.83,210.87,210.52,209.6,218.95,-218.95,215.66,215.01,209.85,211.26
223,27-Jan-2021,208.0,212.65,207.1,210.75,210.65,48471357,10212257634.8,210.71,209.02,215.7,211.12,210.83,210.71,210.52,209.6,218.71,-218.71,214.17,214.53,209.85,211.25
224,28-Jan-2021,209.25,211.0,205.75,206.85,206.6,22131983,4608395814.05,210.48,208.88,214.99,210.88,210.78,210.48,210.52,209.6,218.47,-218.47,212.4,213.38,209.87,211.0
225,29-Jan-2021,208.55,208.8,202.35,203.25,203.25,23764654,4875283664.6,210.1,208.51,213.9,210.85,210.61,210.1,210.8,210.1,217.96,-217.96,210.21,211.7,209.93,210.53
226,01-Feb-2021,204.0,217.95,201.8,216.55,215.95,57744414,12196982212.75,210.23,209.03,214.55,211.24,210.66,210.23,211.1,210.27,217.03,-217.03,209.52,212.63,210.09,210.95
227,02-Feb-2021,220.0,223.5,217.0,218.45,218.2,48457781,10649036226.35,210.35,209.64,215.37,211.99,210.72,210.35,211.1,210.38,201.8,201.8,210.39,213.77,210.37,211.48
228,03-Feb-2021,221.5,222.0,215.7,216.55,216.75,53643263,11682198818.4,210.84,210.09,215.87,212.81,210.89,210.84,211.1,210.38,201.8,201.8,211.9,214.41,210.74,211.88
229,04-Feb-2021,216.1,231.4,216.0,230.05,229.95,105818897,23873768831.5,211.7,211.37,217.99,213.82,211.89,211.7,216.65,215.92,202.13,202.13,215.04,217.4,211.16,213.12
230,05-Feb-2021,232.15,238.85,227.25,233.75,234.35,125490301,29336354117.15,212.57,212.82,220.35,214.91,213.04,212.57,218.5,217.78,203.25,203.25,219.44,220.67,211.64,214.54
231,08-Feb-2021,237.5,238.05,231.5,233.45,233.1,41495834,9720439291.5,213.41,214.15,222.44,216.02,214.07,213.41,218.5,217.78,205.08,205.08,224.04,223.45,212.16,215.89
232,09-Feb-2021,234.6,239.2,228.2,228.8,229.0,70655961,16450399463.85,214.05,215.09,223.74,217.0,214.56,214.05,218.5,217.78,206.8,206.8,227.52,225.01,212.68,216.88
233,10-Feb-2021,229.0,231.1,223.1,228.2,227.55,47283127,10749558710.7,214.6,215.94,224.82,217.86,214.94,214.6,218.5,217.78,208.42,208.42,229.63,226.22,213.21,217.79
234,11-Feb-2021,229.0,229.3,224.5,226.6,226.45,43631374,9886067688.2,215.12,216.63,225.58,218.67,215.24,215.12,218.5,217.78,209.94,209.94,230.44,226.96,213.74,218.57
235,12-Feb-2021,225.75,225.75,215.8,217.6,217.45,110568108,24184438376.35,215.4,216.69,225.12,219.69,215.27,215.4,218.5,217.78,211.37,211.37,229.33,225.93,214.26,218.73
236,15-Feb-2021,218.45,221.0,217.5,218.75,218.6,31776555,6960357813.95,215.57,216.82,224.83,220.59,215.3,215.57,218.5,217.78,212.71,212.71,227.19,225.19,214.78,218.94
237,16-Feb-2021,219.05,221.8,217.25,218.4,218.25,29148891,6389077050.95,215.72,216.92,224.51,221.48,215.33,215.72,218.5,217.78,213.97,213.97,224.74,224.46,215.36,219.13
238,17-Feb-2021,217.6,218.4,216.55,217.95,217.75,19850516,4315383329.6,215.92,216.99,224.15,222.46,215.36,215.92,218.5,217.78,215.16,215.16,222.45,223.7,215.99,219.27
239,18-Feb-2021,218.2,220.6,217.9,219.1,218.85,24070563,5275597175.95,216.38,217.13,223.95,222.92,215.44,216.38,225.15,217.78,216.27,216.27,220.7,223.22,216.68,219.48
240,19-Feb-2021,218.85,218.9,214.0,216.5,215.95,28125203,6100479018.5,216.82,217.09,223.43,223.14,215.47,216.82,225.12,223.88,233.75,-233.75,219.23,222.3,217.42,219.48
241,22-Feb-2021,212.0,212.0,206.0,206.95,207.05,51546288,10718107964.25,216.99,216.43,221.76,222.86,215.39,216.99,220.35,219.88,233.36,-233.36,216.9,219.74,218.11,218.85
242,23-Feb-2021,208.0,210.55,207.0,208.7,208.5,26675953,5572221289.05,217.19,215.93,220.45,222.35,215.33,217.19,220.35,219.88,232.26,-232.26,214.32,217.8,218.71,218.31
243,24-Feb-2021,209.1,209.8,206.5,208.65,208.85,13160617,2745487405.5,217.26,215.46,219.25,221.67,215.29,217.26,220.35,219.88,231.21,-231.21,211.97,216.09,219.2,217.76
244,25-Feb-2021,209.5,211.2,208.8,209.2,209.15,25954142,5450207882.15,217.19,215.06,218.22,220.66,215.25,217.19,220.2,219.72,230.2,-230.2,210.16,214.69,219.57,217.24
245,26-Feb-2021,207.25,208.0,203.0,203.65,203.85,43429293,8921826329.3,216.84,214.32,216.59,219.21,215.06,216.84,216.23,215.9,229.23,-229.23,208.31,212.45,219.74,216.37
246,01-Mar-2021,205.45,207.75,204.05,207.0,206.9,16225536,3343330147.7,216.48,213.85,215.53,217.54,214.92,216.48,215.92,215.6,227.66,-227.66,206.92,211.11,219.71,215.73
247,02-Mar-2021,207.0,210.8,206.5,210.0,209.9,25604169,5364909293.65,216.21,213.6,214.94,216.32,214.86,216.21,215.12,214.8,226.18,-226.18,206.41,210.48,219.54,215.32
248,03-Mar-2021,212.0,212.0,208.8,209.95,209.95,20846117,4382226055.3,215.91,213.37,214.4,215.53,214.79,215.91,211.38,211.05,224.79,-224.79,206.57,209.94,219.24,214.91
249,04-Mar-2021,208.8,211.3,207.6,209.8,209.7,24899212,5222335980.75,215.67,213.14,213.89,215.07,214.73,215.67,211.38,211.05,223.48,-223.48,207.09,209.45,218.84,214.52
